livraison_id,date_commande,entrepot,transporteur,distance_km,proba_a_l_heure,a_l_heure,date_livraison_prevue,retard_jours_(nombre),date_livraison_reelle,cout_km_(€),cout_transport_(€)
4346,2025-02-16,Entrepot_C,Transporteur_X,794,0.77,False,2025-02-20,4,2025-02-24,1.4,1112.0
4347,2025-11-14,Entrepot_C,Transporteur_X,69,0.77,True,2025-11-15,0,2025-11-15,1.4,97.0
4348,2025-05-17,Entrepot_B,Transporteur_Y,214,0.92,True,2025-05-19,0,2025-05-19,1.2,257.0
4349,2025-09-09,Entrepot_C,Transporteur_X,634,0.77,False,2025-09-12,2,2025-09-14,1.4,888.0
4350,2025-03-21,Entrepot_A,Transporteur_Y,388,0.92,True,2025-03-23,0,2025-03-23,1.2,466.0
4351,2025-02-03,Entrepot_B,Transporteur_Y,345,0.92,True,2025-02-05,0,2025-02-05,1.2,414.0
4352,2025-09-25,Entrepot_C,Transporteur_Z,283,0.86,True,2025-09-27,0,2025-09-27,1.05,297.0
4353,2025-05-05,Entrepot_A,Transporteur_Y,123,0.92,True,2025-05-06,0,2025-05-06,1.2,148.0
4354,2025-02-28,Entrepot_C,Transporteur_X,455,0.77,True,2025-03-03,0,2025-03-03,1.4,637.0
4355,2025-12-15,Entrepot_B,Transporteur_Z,720,0.86,False,2025-12-18,1,2025-12-19,1.05,756.0
4356,2025-05-22,Entrepot_A,Transporteur_Z,60,0.86,True,2025-05-23,0,2025-05-23,1.05,63.0
4357,2025-12-08,Entrepot_C,Transporteur_Z,594,0.86,True,2025-12-11,0,2025-12-11,1.05,624.0
4358,2025-07-06,Entrepot_A,Transporteur_X,364,0.77,True,2025-07-08,0,2025-07-08,1.4,510.0
4359,2025-03-16,Entrepot_A,Transporteur_Z,799,0.86,True,2025-03-20,0,2025-03-20,1.05,839.0
4360,2025-03-09,Entrepot_C,Transporteur_Z,500,0.86,True,2025-03-12,0,2025-03-12,1.05,525.0
4361,2025-01-28,Entrepot_A,Transporteur_Y,556,0.92,True,2025-01-31,0,2025-01-31,1.2,667.0
4362,2025-09-02,Entrepot_A,Transporteur_Z,541,0.86,False,2025-09-05,2,2025-09-07,1.05,568.0
4363,2025-04-29,Entrepot_C,Transporteur_Z,668,0.86,True,2025-05-02,0,2025-05-02,1.05,701.0
4364,2025-12-08,Entrepot_B,Transporteur_Y,187,0.92,False,2025-12-10,2,2025-12-12,1.2,224.0
4365,2025-10-17,Entrepot_C,Transporteur_Z,310,0.86,True,2025-10-19,0,2025-10-19,1.05,326.0
4366,2025-09-27,Entrepot_B,Transporteur_X,295,0.77,True,2025-09-29,0,2025-09-29,1.4,413.0
4367,2025-02-14,Entrepot_B,Transporteur_X,424,0.77,True,2025-02-16,0,2025-02-16,1.4,594.0
4368,2025-08-01,Entrepot_A,Transporteur_X,377,0.77,True,2025-08-03,0,2025-08-03,1.4,528.0
4369,2025-02-16,Entrepot_C,Transporteur_Z,307,0.86,True,2025-02-18,0,2025-02-18,1.05,322.0
4370,2025-03-29,Entrepot_A,Transporteur_X,785,0.77,True,2025-04-02,0,2025-04-02,1.4,1099.0
4371,2025-03-14,Entrepot_B,Transporteur_Z,558,0.86,True,2025-03-17,0,2025-03-17,1.05,586.0
4372,2025-09-10,Entrepot_B,Transporteur_Y,777,0.92,True,2025-09-14,0,2025-09-14,1.2,932.0
4373,2025-11-06,Entrepot_C,Transporteur_Y,207,0.92,True,2025-11-08,0,2025-11-08,1.2,248.0
4374,2025-09-06,Entrepot_C,Transporteur_Z,200,0.86,True,2025-09-08,0,2025-09-08,1.05,210.0
4375,2025-12-08,Entrepot_A,Transporteur_Y,609,0.92,True,2025-12-11,0,2025-12-11,1.2,731.0
4376,2025-01-10,Entrepot_B,Transporteur_Y,233,0.92,True,2025-01-12,0,2025-01-12,1.2,280.0
4377,2025-12-11,Entrepot_B,Transporteur_Z,284,0.86,True,2025-12-13,0,2025-12-13,1.05,298.0
4378,2025-07-22,Entrepot_C,Transporteur_Y,714,0.92,True,2025-07-25,0,2025-07-25,1.2,857.0
4379,2025-05-18,Entrepot_B,Transporteur_X,664,0.77,True,2025-05-21,0,2025-05-21,1.4,930.0
4380,2025-09-12,Entrepot_A,Transporteur_Y,95,0.92,True,2025-09-13,0,2025-09-13,1.2,114.0
4381,2025-07-01,Entrepot_B,Transporteur_Z,195,0.86,True,2025-07-03,0,2025-07-03,1.05,205.0
4382,2025-09-06,Entrepot_B,Transporteur_Z,539,0.86,True,2025-09-09,0,2025-09-09,1.05,566.0
4383,2025-06-28,Entrepot_B,Transporteur_Z,600,0.86,True,2025-07-01,0,2025-07-01,1.05,630.0
4384,2025-06-05,Entrepot_C,Transporteur_Y,712,0.92,True,2025-06-08,0,2025-06-08,1.2,854.0
4385,2025-07-15,Entrepot_A,Transporteur_Y,285,0.92,True,2025-07-17,0,2025-07-17,1.2,342.0
4386,2025-12-10,Entrepot_C,Transporteur_Z,707,0.86,True,2025-12-13,0,2025-12-13,1.05,742.0
4387,2025-05-02,Entrepot_C,Transporteur_Z,130,0.86,True,2025-05-03,0,2025-05-03,1.05,136.0
4388,2025-06-15,Entrepot_C,Transporteur_Y,172,0.92,True,2025-06-17,0,2025-06-17,1.2,206.0
4389,2025-06-03,Entrepot_A,Transporteur_X,418,0.77,True,2025-06-05,0,2025-06-05,1.4,585.0
4390,2025-03-15,Entrepot_C,Transporteur_Z,268,0.86,True,2025-03-17,0,2025-03-17,1.05,281.0
4391,2025-03-06,Entrepot_C,Transporteur_Y,648,0.92,True,2025-03-09,0,2025-03-09,1.2,778.0
4392,2025-10-06,Entrepot_B,Transporteur_Y,453,0.92,True,2025-10-09,0,2025-10-09,1.2,544.0
4393,2025-10-02,Entrepot_A,Transporteur_Z,334,0.86,True,2025-10-04,0,2025-10-04,1.05,351.0
4394,2025-02-23,Entrepot_C,Transporteur_Y,175,0.92,True,2025-02-25,0,2025-02-25,1.2,210.0
4395,2025-10-09,Entrepot_B,Transporteur_Z,175,0.86,True,2025-10-11,0,2025-10-11,1.05,184.0
4396,2025-03-23,Entrepot_A,Transporteur_Y,621,0.92,True,2025-03-26,0,2025-03-26,1.2,745.0
4397,2025-05-20,Entrepot_C,Transporteur_X,663,0.77,True,2025-05-23,0,2025-05-23,1.4,928.0
4398,2025-01-03,Entrepot_B,Transporteur_X,104,0.77,True,2025-01-04,0,2025-01-04,1.4,146.0
4399,2025-10-17,Entrepot_B,Transporteur_Y,553,0.92,True,2025-10-20,0,2025-10-20,1.2,664.0
4400,2025-09-15,Entrepot_C,Transporteur_Z,704,0.86,False,2025-09-18,4,2025-09-22,1.05,739.0
4401,2025-09-05,Entrepot_B,Transporteur_Y,205,0.92,True,2025-09-07,0,2025-09-07,1.2,246.0
4402,2025-12-26,Entrepot_C,Transporteur_X,396,0.77,True,2025-12-28,0,2025-12-28,1.4,554.0
4403,2025-06-18,Entrepot_C,Transporteur_Z,375,0.86,True,2025-06-20,0,2025-06-20,1.05,394.0
4404,2025-09-17,Entrepot_C,Transporteur_Z,710,0.86,False,2025-09-20,2,2025-09-22,1.05,746.0
4405,2025-07-02,Entrepot_C,Transporteur_X,506,0.77,True,2025-07-05,0,2025-07-05,1.4,708.0
4406,2025-04-27,Entrepot_B,Transporteur_X,432,0.77,True,2025-04-29,0,2025-04-29,1.4,605.0
4407,2025-12-23,Entrepot_B,Transporteur_Y,190,0.92,True,2025-12-25,0,2025-12-25,1.2,228.0
4408,2025-06-08,Entrepot_A,Transporteur_X,83,0.77,True,2025-06-09,0,2025-06-09,1.4,116.0
4409,2025-10-01,Entrepot_B,Transporteur_Z,87,0.86,True,2025-10-02,0,2025-10-02,1.05,91.0
4410,2025-02-23,Entrepot_A,Transporteur_Z,436,0.86,True,2025-02-25,0,2025-02-25,1.05,458.0
4411,2025-07-25,Entrepot_A,Transporteur_X,757,0.77,True,2025-07-29,0,2025-07-29,1.4,1060.0
4412,2025-09-16,Entrepot_A,Transporteur_Z,70,0.86,True,2025-09-17,0,2025-09-17,1.05,74.0
4413,2025-02-02,Entrepot_B,Transporteur_X,784,0.77,True,2025-02-06,0,2025-02-06,1.4,1098.0
4414,2025-08-29,Entrepot_C,Transporteur_Z,391,0.86,True,2025-08-31,0,2025-08-31,1.05,411.0
4415,2025-09-18,Entrepot_A,Transporteur_Y,343,0.92,True,2025-09-20,0,2025-09-20,1.2,412.0
4416,2025-05-02,Entrepot_C,Transporteur_Y,323,0.92,False,2025-05-04,1,2025-05-05,1.2,388.0
4417,2025-03-17,Entrepot_A,Transporteur_X,384,0.77,False,2025-03-19,1,2025-03-20,1.4,538.0
4418,2025-07-10,Entrepot_A,Transporteur_Y,201,0.92,True,2025-07-12,0,2025-07-12,1.2,241.0
4419,2025-03-27,Entrepot_C,Transporteur_Y,632,0.92,True,2025-03-30,0,2025-03-30,1.2,758.0
4420,2025-02-14,Entrepot_C,Transporteur_Y,603,0.92,True,2025-02-17,0,2025-02-17,1.2,724.0
4421,2025-10-19,Entrepot_A,Transporteur_X,777,0.77,True,2025-10-23,0,2025-10-23,1.4,1088.0
4422,2025-02-25,Entrepot_B,Transporteur_Y,693,0.92,True,2025-02-28,0,2025-02-28,1.2,832.0
4423,2025-09-09,Entrepot_A,Transporteur_Z,358,0.86,True,2025-09-11,0,2025-09-11,1.05,376.0
4424,2025-05-05,Entrepot_B,Transporteur_Z,578,0.86,True,2025-05-08,0,2025-05-08,1.05,607.0
4425,2025-07-27,Entrepot_C,Transporteur_X,737,0.77,False,2025-07-30,3,2025-08-02,1.4,1032.0
4426,2025-03-13,Entrepot_C,Transporteur_Z,673,0.86,True,2025-03-16,0,2025-03-16,1.05,707.0
4427,2025-09-21,Entrepot_C,Transporteur_Z,386,0.86,True,2025-09-23,0,2025-09-23,1.05,405.0
4428,2025-01-18,Entrepot_A,Transporteur_X,169,0.77,True,2025-01-20,0,2025-01-20,1.4,237.0
4429,2025-11-22,Entrepot_B,Transporteur_Y,478,0.92,True,2025-11-25,0,2025-11-25,1.2,574.0
4430,2025-09-28,Entrepot_A,Transporteur_Y,265,0.92,True,2025-09-30,0,2025-09-30,1.2,318.0
4431,2025-06-22,Entrepot_C,Transporteur_Z,379,0.86,False,2025-06-24,1,2025-06-25,1.05,398.0
4432,2025-11-09,Entrepot_B,Transporteur_Z,783,0.86,True,2025-11-13,0,2025-11-13,1.05,822.0
4433,2025-02-28,Entrepot_C,Transporteur_X,498,0.77,True,2025-03-03,0,2025-03-03,1.4,697.0
4434,2025-08-06,Entrepot_C,Transporteur_X,795,0.77,True,2025-08-10,0,2025-08-10,1.4,1113.0
4435,2025-09-11,Entrepot_C,Transporteur_X,174,0.77,True,2025-09-13,0,2025-09-13,1.4,244.0
4436,2025-09-24,Entrepot_B,Transporteur_X,82,0.77,True,2025-09-25,0,2025-09-25,1.4,115.0
4437,2025-08-10,Entrepot_B,Transporteur_X,321,0.77,False,2025-08-12,3,2025-08-15,1.4,449.0
4438,2025-02-24,Entrepot_B,Transporteur_Y,670,0.92,True,2025-02-27,0,2025-02-27,1.2,804.0
4439,2025-06-10,Entrepot_A,Transporteur_X,539,0.77,False,2025-06-13,4,2025-06-17,1.4,755.0
4440,2025-12-22,Entrepot_C,Transporteur_Z,655,0.86,True,2025-12-25,0,2025-12-25,1.05,688.0
4441,2025-08-01,Entrepot_A,Transporteur_X,506,0.77,True,2025-08-04,0,2025-08-04,1.4,708.0
4442,2025-02-14,Entrepot_C,Transporteur_Y,579,0.92,False,2025-02-17,3,2025-02-20,1.2,695.0
4443,2025-03-15,Entrepot_B,Transporteur_X,210,0.77,True,2025-03-17,0,2025-03-17,1.4,294.0
4444,2025-07-21,Entrepot_B,Transporteur_Y,408,0.92,True,2025-07-23,0,2025-07-23,1.2,490.0
4445,2025-12-05,Entrepot_C,Transporteur_Z,318,0.86,True,2025-12-07,0,2025-12-07,1.05,334.0
4446,2025-08-10,Entrepot_B,Transporteur_Y,92,0.92,True,2025-08-11,0,2025-08-11,1.2,110.0
4447,2025-12-06,Entrepot_B,Transporteur_X,716,0.77,True,2025-12-09,0,2025-12-09,1.4,1002.0
4448,2025-01-25,Entrepot_A,Transporteur_Y,118,0.92,True,2025-01-26,0,2025-01-26,1.2,142.0
4449,2025-08-27,Entrepot_A,Transporteur_Z,547,0.86,True,2025-08-30,0,2025-08-30,1.05,574.0
4450,2025-04-28,Entrepot_B,Transporteur_X,332,0.77,False,2025-04-30,3,2025-05-03,1.4,465.0
4451,2025-10-02,Entrepot_B,Transporteur_Y,457,0.92,True,2025-10-05,0,2025-10-05,1.2,548.0
4452,2025-03-19,Entrepot_B,Transporteur_X,540,0.77,True,2025-03-22,0,2025-03-22,1.4,756.0
4453,2025-06-08,Entrepot_C,Transporteur_X,372,0.77,True,2025-06-10,0,2025-06-10,1.4,521.0
4454,2025-12-08,Entrepot_A,Transporteur_Y,560,0.92,True,2025-12-11,0,2025-12-11,1.2,672.0
4455,2025-01-14,Entrepot_A,Transporteur_Y,778,0.92,True,2025-01-18,0,2025-01-18,1.2,934.0
4456,2025-11-11,Entrepot_B,Transporteur_X,571,0.77,False,2025-11-14,2,2025-11-16,1.4,799.0
4457,2025-05-08,Entrepot_C,Transporteur_Y,458,0.92,True,2025-05-11,0,2025-05-11,1.2,550.0
4458,2025-09-24,Entrepot_C,Transporteur_Z,122,0.86,True,2025-09-25,0,2025-09-25,1.05,128.0
4459,2025-11-30,Entrepot_A,Transporteur_Z,548,0.86,True,2025-12-03,0,2025-12-03,1.05,575.0
4460,2025-04-28,Entrepot_C,Transporteur_X,471,0.77,True,2025-05-01,0,2025-05-01,1.4,659.0
4461,2025-09-21,Entrepot_C,Transporteur_Z,549,0.86,True,2025-09-24,0,2025-09-24,1.05,576.0
4462,2025-05-18,Entrepot_C,Transporteur_Y,485,0.92,True,2025-05-21,0,2025-05-21,1.2,582.0
4463,2025-06-25,Entrepot_B,Transporteur_Z,128,0.86,True,2025-06-26,0,2025-06-26,1.05,134.0
4464,2025-02-26,Entrepot_B,Transporteur_Z,397,0.86,True,2025-02-28,0,2025-02-28,1.05,417.0
4465,2025-01-29,Entrepot_C,Transporteur_Z,114,0.86,True,2025-01-30,0,2025-01-30,1.05,120.0
4466,2025-09-29,Entrepot_B,Transporteur_Z,264,0.86,True,2025-10-01,0,2025-10-01,1.05,277.0
4467,2025-01-25,Entrepot_B,Transporteur_Y,732,0.92,True,2025-01-28,0,2025-01-28,1.2,878.0
4468,2025-11-17,Entrepot_A,Transporteur_Z,562,0.86,True,2025-11-20,0,2025-11-20,1.05,590.0
4469,2025-06-15,Entrepot_B,Transporteur_Z,659,0.86,True,2025-06-18,0,2025-06-18,1.05,692.0
4470,2025-07-10,Entrepot_C,Transporteur_X,607,0.77,True,2025-07-13,0,2025-07-13,1.4,850.0
4471,2025-03-30,Entrepot_B,Transporteur_Z,525,0.86,True,2025-04-02,0,2025-04-02,1.05,551.0
4472,2025-07-11,Entrepot_B,Transporteur_Z,321,0.86,True,2025-07-13,0,2025-07-13,1.05,337.0
4473,2025-07-14,Entrepot_C,Transporteur_Z,119,0.86,True,2025-07-15,0,2025-07-15,1.05,125.0
4474,2025-04-29,Entrepot_A,Transporteur_X,151,0.77,True,2025-05-01,0,2025-05-01,1.4,211.0
4475,2025-01-13,Entrepot_A,Transporteur_Z,703,0.86,True,2025-01-16,0,2025-01-16,1.05,738.0
4476,2025-05-05,Entrepot_B,Transporteur_X,731,0.77,True,2025-05-08,0,2025-05-08,1.4,1023.0
4477,2025-01-22,Entrepot_A,Transporteur_Y,213,0.92,True,2025-01-24,0,2025-01-24,1.2,256.0
4478,2025-12-12,Entrepot_C,Transporteur_Z,262,0.86,True,2025-12-14,0,2025-12-14,1.05,275.0
4479,2025-04-01,Entrepot_A,Transporteur_X,407,0.77,True,2025-04-03,0,2025-04-03,1.4,570.0
4480,2025-12-13,Entrepot_B,Transporteur_Z,596,0.86,True,2025-12-16,0,2025-12-16,1.05,626.0
4481,2025-07-18,Entrepot_A,Transporteur_Z,83,0.86,True,2025-07-19,0,2025-07-19,1.05,87.0
4482,2025-10-15,Entrepot_B,Transporteur_X,111,0.77,True,2025-10-16,0,2025-10-16,1.4,155.0
4483,2025-08-07,Entrepot_B,Transporteur_X,763,0.77,True,2025-08-11,0,2025-08-11,1.4,1068.0
4484,2025-11-08,Entrepot_C,Transporteur_X,409,0.77,False,2025-11-10,3,2025-11-13,1.4,573.0
4485,2025-01-19,Entrepot_C,Transporteur_Z,239,0.86,True,2025-01-21,0,2025-01-21,1.05,251.0
4486,2025-11-11,Entrepot_C,Transporteur_Z,593,0.86,False,2025-11-14,2,2025-11-16,1.05,623.0
4487,2025-05-19,Entrepot_B,Transporteur_Z,771,0.86,True,2025-05-23,0,2025-05-23,1.05,810.0
4488,2025-11-13,Entrepot_A,Transporteur_X,798,0.77,True,2025-11-17,0,2025-11-17,1.4,1117.0
4489,2025-05-02,Entrepot_C,Transporteur_Z,601,0.86,True,2025-05-05,0,2025-05-05,1.05,631.0
4490,2025-09-01,Entrepot_A,Transporteur_X,217,0.77,True,2025-09-03,0,2025-09-03,1.4,304.0
4491,2025-08-14,Entrepot_A,Transporteur_X,102,0.77,True,2025-08-15,0,2025-08-15,1.4,143.0
4492,2025-09-05,Entrepot_C,Transporteur_Y,325,0.92,False,2025-09-07,1,2025-09-08,1.2,390.0
4493,2025-03-02,Entrepot_A,Transporteur_Y,632,0.92,True,2025-03-05,0,2025-03-05,1.2,758.0
4494,2025-11-11,Entrepot_B,Transporteur_Y,617,0.92,True,2025-11-14,0,2025-11-14,1.2,740.0
4495,2025-11-30,Entrepot_A,Transporteur_Y,680,0.92,True,2025-12-03,0,2025-12-03,1.2,816.0
4496,2025-08-14,Entrepot_B,Transporteur_X,180,0.77,True,2025-08-16,0,2025-08-16,1.4,252.0
4497,2025-04-12,Entrepot_A,Transporteur_Y,315,0.92,True,2025-04-14,0,2025-04-14,1.2,378.0
4498,2025-11-15,Entrepot_C,Transporteur_Z,411,0.86,True,2025-11-17,0,2025-11-17,1.05,432.0
4499,2025-07-10,Entrepot_B,Transporteur_X,742,0.77,True,2025-07-13,0,2025-07-13,1.4,1039.0
4500,2025-10-17,Entrepot_A,Transporteur_X,501,0.77,True,2025-10-20,0,2025-10-20,1.4,701.0
4501,2025-01-02,Entrepot_B,Transporteur_Y,270,0.92,True,2025-01-04,0,2025-01-04,1.2,324.0
4502,2025-03-09,Entrepot_C,Transporteur_X,429,0.77,True,2025-03-11,0,2025-03-11,1.4,601.0
4503,2025-12-29,Entrepot_A,Transporteur_X,346,0.77,True,2025-12-31,0,2025-12-31,1.4,484.0
4504,2025-04-08,Entrepot_C,Transporteur_Z,520,0.86,True,2025-04-11,0,2025-04-11,1.05,546.0
4505,2025-11-15,Entrepot_C,Transporteur_Z,748,0.86,True,2025-11-18,0,2025-11-18,1.05,785.0
4506,2025-06-02,Entrepot_C,Transporteur_X,109,0.77,True,2025-06-03,0,2025-06-03,1.4,153.0
4507,2025-08-16,Entrepot_A,Transporteur_X,534,0.77,True,2025-08-19,0,2025-08-19,1.4,748.0
4508,2025-01-03,Entrepot_C,Transporteur_Y,198,0.92,True,2025-01-05,0,2025-01-05,1.2,238.0
4509,2025-11-25,Entrepot_B,Transporteur_Z,635,0.86,True,2025-11-28,0,2025-11-28,1.05,667.0
4510,2025-01-28,Entrepot_A,Transporteur_Z,463,0.86,True,2025-01-31,0,2025-01-31,1.05,486.0
4511,2025-11-14,Entrepot_A,Transporteur_Z,278,0.86,True,2025-11-16,0,2025-11-16,1.05,292.0
4512,2025-02-24,Entrepot_A,Transporteur_X,623,0.77,True,2025-02-27,0,2025-02-27,1.4,872.0
4513,2025-03-26,Entrepot_B,Transporteur_Z,202,0.86,True,2025-03-28,0,2025-03-28,1.05,212.0
4514,2025-09-04,Entrepot_A,Transporteur_Z,603,0.86,True,2025-09-07,0,2025-09-07,1.05,633.0
4515,2025-09-13,Entrepot_B,Transporteur_Y,142,0.92,True,2025-09-14,0,2025-09-14,1.2,170.0
4516,2025-10-03,Entrepot_C,Transporteur_X,633,0.77,True,2025-10-06,0,2025-10-06,1.4,886.0
4517,2025-04-09,Entrepot_A,Transporteur_X,711,0.77,True,2025-04-12,0,2025-04-12,1.4,995.0
4518,2025-10-01,Entrepot_C,Transporteur_Z,267,0.86,True,2025-10-03,0,2025-10-03,1.05,280.0
4519,2025-08-27,Entrepot_C,Transporteur_Z,144,0.86,True,2025-08-28,0,2025-08-28,1.05,151.0
4520,2025-09-06,Entrepot_C,Transporteur_X,453,0.77,False,2025-09-09,2,2025-09-11,1.4,634.0
4521,2025-03-13,Entrepot_C,Transporteur_Y,756,0.92,True,2025-03-17,0,2025-03-17,1.2,907.0
4522,2025-03-15,Entrepot_A,Transporteur_X,690,0.77,True,2025-03-18,0,2025-03-18,1.4,966.0
4523,2025-11-26,Entrepot_B,Transporteur_X,192,0.77,True,2025-11-28,0,2025-11-28,1.4,269.0
4524,2025-03-04,Entrepot_A,Transporteur_X,297,0.77,True,2025-03-06,0,2025-03-06,1.4,416.0
4525,2025-05-02,Entrepot_C,Transporteur_Z,697,0.86,True,2025-05-05,0,2025-05-05,1.05,732.0
4526,2025-08-19,Entrepot_B,Transporteur_Y,367,0.92,True,2025-08-21,0,2025-08-21,1.2,440.0
4527,2025-01-23,Entrepot_C,Transporteur_Z,698,0.86,True,2025-01-26,0,2025-01-26,1.05,733.0
4528,2025-08-10,Entrepot_C,Transporteur_Y,745,0.92,True,2025-08-13,0,2025-08-13,1.2,894.0
4529,2025-11-14,Entrepot_B,Transporteur_Z,267,0.86,True,2025-11-16,0,2025-11-16,1.05,280.0
4530,2025-10-11,Entrepot_B,Transporteur_Z,540,0.86,True,2025-10-14,0,2025-10-14,1.05,567.0
4531,2025-09-22,Entrepot_B,Transporteur_Y,431,0.92,True,2025-09-24,0,2025-09-24,1.2,517.0
4532,2025-07-13,Entrepot_C,Transporteur_X,592,0.77,True,2025-07-16,0,2025-07-16,1.4,829.0
4533,2025-04-11,Entrepot_A,Transporteur_Z,733,0.86,True,2025-04-14,0,2025-04-14,1.05,770.0
4534,2025-02-22,Entrepot_C,Transporteur_Z,651,0.86,True,2025-02-25,0,2025-02-25,1.05,684.0
4535,2025-05-13,Entrepot_C,Transporteur_X,572,0.77,True,2025-05-16,0,2025-05-16,1.4,801.0
4536,2025-07-28,Entrepot_C,Transporteur_Y,190,0.92,True,2025-07-30,0,2025-07-30,1.2,228.0
4537,2025-03-27,Entrepot_C,Transporteur_Z,452,0.86,True,2025-03-30,0,2025-03-30,1.05,475.0
4538,2025-01-17,Entrepot_B,Transporteur_Z,418,0.86,True,2025-01-19,0,2025-01-19,1.05,439.0
4539,2025-04-29,Entrepot_C,Transporteur_Z,760,0.86,True,2025-05-03,0,2025-05-03,1.05,798.0
4540,2025-02-01,Entrepot_C,Transporteur_Y,244,0.92,True,2025-02-03,0,2025-02-03,1.2,293.0
4541,2025-10-22,Entrepot_A,Transporteur_Z,434,0.86,True,2025-10-24,0,2025-10-24,1.05,456.0
4542,2025-11-07,Entrepot_B,Transporteur_X,134,0.77,True,2025-11-08,0,2025-11-08,1.4,188.0
4543,2025-12-22,Entrepot_A,Transporteur_X,51,0.77,True,2025-12-23,0,2025-12-23,1.4,71.0
4544,2025-11-12,Entrepot_A,Transporteur_Y,549,0.92,True,2025-11-15,0,2025-11-15,1.2,659.0
4545,2025-07-25,Entrepot_B,Transporteur_Z,772,0.86,True,2025-07-29,0,2025-07-29,1.05,811.0
4546,2025-03-18,Entrepot_C,Transporteur_Y,718,0.92,True,2025-03-21,0,2025-03-21,1.2,862.0
4547,2025-11-15,Entrepot_C,Transporteur_Z,524,0.86,True,2025-11-18,0,2025-11-18,1.05,550.0
4548,2025-12-08,Entrepot_C,Transporteur_Y,142,0.92,True,2025-12-09,0,2025-12-09,1.2,170.0
4549,2025-09-07,Entrepot_C,Transporteur_Y,642,0.92,True,2025-09-10,0,2025-09-10,1.2,770.0
4550,2025-08-25,Entrepot_C,Transporteur_Z,672,0.86,False,2025-08-28,4,2025-09-01,1.05,706.0
4551,2025-12-24,Entrepot_C,Transporteur_X,305,0.77,True,2025-12-26,0,2025-12-26,1.4,427.0
4552,2025-03-23,Entrepot_A,Transporteur_Z,179,0.86,False,2025-03-25,2,2025-03-27,1.05,188.0
4553,2025-01-07,Entrepot_A,Transporteur_X,738,0.77,True,2025-01-10,0,2025-01-10,1.4,1033.0
4554,2025-09-02,Entrepot_C,Transporteur_Z,142,0.86,True,2025-09-03,0,2025-09-03,1.05,149.0
4555,2025-07-16,Entrepot_C,Transporteur_X,410,0.77,False,2025-07-18,2,2025-07-20,1.4,574.0
4556,2025-07-28,Entrepot_A,Transporteur_X,277,0.77,True,2025-07-30,0,2025-07-30,1.4,388.0
4557,2025-02-25,Entrepot_C,Transporteur_X,458,0.77,True,2025-02-28,0,2025-02-28,1.4,641.0
4558,2025-06-09,Entrepot_C,Transporteur_X,627,0.77,True,2025-06-12,0,2025-06-12,1.4,878.0
4559,2025-05-24,Entrepot_C,Transporteur_X,640,0.77,True,2025-05-27,0,2025-05-27,1.4,896.0
4560,2025-07-20,Entrepot_A,Transporteur_X,114,0.77,False,2025-07-21,1,2025-07-22,1.4,160.0
4561,2025-04-01,Entrepot_B,Transporteur_Y,148,0.92,True,2025-04-02,0,2025-04-02,1.2,178.0
4562,2025-05-11,Entrepot_C,Transporteur_Y,553,0.92,False,2025-05-14,2,2025-05-16,1.2,664.0
4563,2025-07-05,Entrepot_A,Transporteur_X,344,0.77,True,2025-07-07,0,2025-07-07,1.4,482.0
4564,2025-01-13,Entrepot_B,Transporteur_X,214,0.77,True,2025-01-15,0,2025-01-15,1.4,300.0
4565,2025-01-30,Entrepot_B,Transporteur_X,244,0.77,True,2025-02-01,0,2025-02-01,1.4,342.0
4566,2025-12-29,Entrepot_A,Transporteur_Y,136,0.92,True,2025-12-30,0,2025-12-30,1.2,163.0
4567,2025-10-03,Entrepot_A,Transporteur_X,691,0.77,True,2025-10-06,0,2025-10-06,1.4,967.0
4568,2025-02-09,Entrepot_C,Transporteur_X,64,0.77,True,2025-02-10,0,2025-02-10,1.4,90.0
4569,2025-06-20,Entrepot_C,Transporteur_Z,374,0.86,True,2025-06-22,0,2025-06-22,1.05,393.0
4570,2025-05-28,Entrepot_B,Transporteur_Z,429,0.86,True,2025-05-30,0,2025-05-30,1.05,450.0
4571,2025-08-02,Entrepot_C,Transporteur_X,710,0.77,True,2025-08-05,0,2025-08-05,1.4,994.0
4572,2025-08-24,Entrepot_A,Transporteur_Y,367,0.92,True,2025-08-26,0,2025-08-26,1.2,440.0
4573,2025-10-30,Entrepot_C,Transporteur_Z,569,0.86,True,2025-11-02,0,2025-11-02,1.05,597.0
4574,2025-09-25,Entrepot_B,Transporteur_Y,593,0.92,True,2025-09-28,0,2025-09-28,1.2,712.0
4575,2025-01-16,Entrepot_C,Transporteur_Z,622,0.86,True,2025-01-19,0,2025-01-19,1.05,653.0
4576,2025-10-28,Entrepot_C,Transporteur_X,154,0.77,True,2025-10-30,0,2025-10-30,1.4,216.0
4577,2025-11-05,Entrepot_B,Transporteur_Y,298,0.92,True,2025-11-07,0,2025-11-07,1.2,358.0
4578,2025-02-17,Entrepot_B,Transporteur_X,428,0.77,True,2025-02-19,0,2025-02-19,1.4,599.0
4579,2025-09-27,Entrepot_B,Transporteur_Y,121,0.92,True,2025-09-28,0,2025-09-28,1.2,145.0
4580,2025-04-07,Entrepot_C,Transporteur_Z,575,0.86,True,2025-04-10,0,2025-04-10,1.05,604.0
4581,2025-02-11,Entrepot_A,Transporteur_Y,391,0.92,True,2025-02-13,0,2025-02-13,1.2,469.0
